19.843,12.696,23.133,18.807,24.103,19.520,19.522,25.373,19.522,24.103,
1.612,16.979,16.616,21.461,11.628,7.824,21.111,23.417,23.417,16.380,
4.411,17.213,23.133,12.634,23.161,18.052,22.147,11.167,21.891,14.621,
22.320,7.337,23.133,21.111,21.111,12.601,18.520,21.542,20.855,2.373,
25.373,14.191,10.008,25.373,6.721,13.935,16.928,17.283,14.650,25.373,
25.373,14.684,16.246,20.558,21.891,15.686,16.959,16.503,18.520,22.833,
19.522,17.278,21.863,7.988,20.556,14.191,18.807,16.956,16.243,18.807,
14.193,21.541,24.103,17.311,6.715,1.547,17.303,7.015,21.572,19.263,
23.133,25.373,21.570,7.701,25.373,16.928,23.847,23.847,11.628,19.235,
25.373,17.534,25.373,24.103,14.906,25.373,16.498,23.417,0.002,7.986,
16.956,23.417,25.373,5.680,24.103,17.213,20.302,13.935,19.263,21.113,
6.987,14.622,17.278,16.213,16.213,17.965,25.373,5.395,19.520,16.929,
18.806,16.928,0.030,18.804,5.425,14.191,24.103,17.249,21.113,23.417,
21.828,15.230,16.981,18.548,15.228,12.345,24.103,5.682,24.103,22.147,
17.213,22.577,11.600,16.498,15.261,14.906,0.417,24.103,21.542,11.423,
12.315,22.833,2.690,3.409,19.586,14.652,23.417,21.541,16.929,16.242,
20.877,20.191,15.259,14.191,8.309,16.928,12.345,4.442,12.315,10.040,
14.906,16.959,18.586,25.373,21.572,14.972,16.213,18.548,22.833,18.520,
11.329,10.293,22.833,18.249,20.827,17.536,0.000,21.826,3.696,15.943,
20.855,21.570,16.959,25.373,21.572,12.343,19.263,20.855,18.316,19.584,
3.095,23.417,7.271,16.958,18.838,12.633,1.100,12.600,4.681,21.572,
21.177,19.263,18.252,14.908,17.217,16.532,16.850,17.215,14.908,21.113,
21.541,21.113,11.100,23.161,14.738,12.925,19.520,23.133,16.498,19.585,
22.577,22.833,10.360,15.688,18.804,23.161,22.577,24.103,24.103,23.161,
25.373,18.281,7.069,21.111,22.833,12.081,19.841,18.249,21.563,21.542,
21.112,25.373,16.241,19.265,12.343,19.265,18.550,13.937,10.039,20.855,
22.833,23.417,19.906,21.570,23.417,14.906,11.884,16.498,16.503,23.161,
18.804,12.315,20.827,23.417,17.279,6.986,24.103,16.008,19.235,23.133,
4.964,25.373,19.616,23.417,9.584,21.111,0.199,23.417,11.628,0.571,
19.235,18.804,25.373,21.826,18.408,19.520,23.161,11.076,14.622,24.103,
