18.804,10.039,17.213,14.652,17.213,16.959,23.133,16.959,23.847,23.847,
18.901,14.908,25.373,25.373,23.161,21.570,9.688,7.368,19.350,16.594,
21.542,14.621,21.570,24.103,14.972,16.241,18.805,24.103,9.930,23.133,
23.417,25.373,19.235,17.213,25.373,19.263,21.112,21.828,18.550,23.847,
18.548,19.263,19.934,20.827,23.847,19.235,20.827,25.373,14.653,12.315,
23.161,19.265,23.847,10.715,11.401,17.215,14.908,23.133,0.189,11.401,
23.417,20.558,21.570,24.103,21.826,17.250,18.807,19.235,24.103,17.215,
21.570,14.621,19.520,16.956,16.725,18.804,16.695,20.855,20.827,11.133,
21.570,24.103,17.213,16.213,19.263,21.572,15.943,20.855,14.285,25.373,
14.191,14.191,18.520,16.929,19.235,21.826,16.929,23.417,14.193,25.373,
23.161,12.602,24.103,24.103,19.263,14.193,20.302,14.972,25.373,17.215,
19.522,13.937,23.417,20.828,13.907,16.929,21.542,19.237,21.113,16.850,
24.103,19.521,16.499,0.032,17.053,23.847,16.959,23.417,13.907,25.373,
19.235,18.550,24.103,14.193,20.826,19.522,14.908,21.828,25.373,18.807,
24.103,22.577,0.782,23.417,17.213,23.133,16.213,23.417,16.498,19.267,
25.373,16.929,17.215,25.373,23.417,11.887,19.235,19.522,21.826,18.520,
25.373,10.614,14.621,4.996,14.908,11.884,21.541,17.534,12.315,23.847,
24.103,17.215,15.686,16.563,12.315,14.971,23.417,23.133,25.373,23.847,
9.578,21.828,21.828,16.502,18.548,21.111,23.161,16.500,10.293,21.113,
16.959,21.826,16.958,13.936,21.570,13.937,21.572,24.103,16.243,12.345,
18.804,11.885,16.243,10.164,23.847,5.424,23.417,16.532,12.631,9.449,
14.193,21.826,20.877,18.867,20.826,12.666,18.807,10.295,14.257,17.213,
14.908,25.373,19.520,19.521,21.111,21.826,21.826,5.030,21.828,25.373,
18.804,20.857,14.908,24.103,23.133,14.621,25.373,16.959,25.373,20.827,
24.103,23.133,20.826,3.375,19.521,19.235,19.522,24.103,21.826,17.309,
16.530,18.550,19.841,10.297,12.345,23.847,23.847,25.373,24.103,13.274,
18.804,21.826,21.111,23.417,13.703,19.520,25.373,25.373,19.521,18.806,
13.906,21.113,23.161,11.884,18.836,19.520,21.541,23.133,19.520,9.293,
18.804,19.872,17.213,23.847,18.804,15.230,24.103,21.111,22.147,14.940,
14.622,14.622,25.373,18.548,19.265,23.161,21.826,25.373,14.622,5.395,
