15.659,25.373,16.928,13.907,23.417,14.656,15.980,20.827,19.265,14.621,
19.235,14.154,21.541,15.658,14.623,21.541,19.235,21.142,14.621,10.010,
12.753,12.468,9.707,16.215,20.826,10.333,19.265,23.133,3.907,8.837,
21.542,17.964,22.147,21.541,16.928,15.658,23.133,19.520,18.016,19.001,
20.592,16.213,15.723,25.373,14.686,22.833,15.410,21.634,22.833,15.979,
19.235,13.907,20.015,13.906,23.847,24.103,19.235,16.928,16.928,10.394,
14.686,16.213,18.314,16.928,10.715,18.520,14.621,10.790,23.161,21.541,
13.095,15.658,21.891,23.847,22.147,19.235,18.863,12.721,13.353,18.080,
15.686,18.315,6.988,22.577,16.213,25.373,17.249,18.871,12.636,24.103,
16.213,16.928,19.235,20.302,6.059,24.103,16.215,20.826,10.191,16.725,
15.658,17.600,15.929,19.235,23.847,18.520,21.111,20.015,17.964,10.008,
21.111,14.621,12.316,10.715,17.249,21.606,11.046,20.827,20.826,16.759,
21.541,14.269,17.023,5.415,21.826,18.286,0.545,20.293,17.752,20.293,
21.863,21.863,19.235,19.235,16.467,24.103,21.828,19.584,18.766,25.373,
20.857,18.519,11.401,16.928,13.908,6.243,12.412,3.221,21.541,21.542,
22.833,19.235,22.833,25.373,20.556,18.644,24.103,11.488,14.925,12.323,
16.213,13.907,3.046,12.383,16.929,23.847,21.111,19.520,11.824,25.373,
14.973,25.373,5.747,21.891,18.315,17.564,18.870,11.950,24.103,18.871,
19.235,25.373,16.213,15.190,24.103,18.520,18.519,18.520,14.621,16.215,
23.417,19.235,24.103,14.709,16.295,12.380,19.587,14.623,19.556,16.961,
19.022,24.103,23.847,18.571,13.906,15.255,16.929,14.388,18.519,16.760,
11.132,13.672,23.133,12.636,19.001,25.373,11.912,13.906,23.417,18.571,
14.621,18.520,20.826,11.604,20.620,7.595,13.906,16.928,20.271,18.520,
17.250,22.577,19.022,15.489,14.388,14.388,21.891,23.133,16.694,21.050,
19.520,14.621,14.623,16.215,12.348,18.520,19.587,11.601,14.193,14.621,
16.279,16.928,15.475,20.877,13.117,23.417,16.993,23.847,14.621,21.111,
22.147,20.827,7.860,15.387,14.738,16.330,14.105,20.793,18.029,15.723,
16.564,19.236,13.906,3.885,16.657,14.972,10.360,16.563,12.667,9.741,
12.316,9.343,15.489,21.891,13.117,16.213,25.373,18.521,20.558,5.250,
16.994,16.929,13.906,19.235,19.235,16.928,16.213,18.520,20.857,16.928,
