13.636,0.002,18.766,16.297,9.025,5.812,17.066,17.239,15.867,13.959,
12.634,17.309,0.000,12.687,2.661,21.563,13.937,14.191,18.519,2.690,
21.572,23.133,20.857,21.891,21.826,21.570,13.906,18.806,9.293,16.594,
9.348,9.154,18.336,23.847,22.833,12.637,13.353,20.558,7.730,2.501,
21.541,16.213,18.807,14.908,24.103,23.133,23.133,25.373,13.907,19.556,
16.241,14.968,14.906,25.373,4.967,8.016,25.373,14.193,9.025,12.600,
20.855,0.035,16.979,17.993,11.425,12.620,20.191,23.417,23.847,21.826,
16.008,4.680,25.373,19.265,11.600,15.688,14.482,20.920,10.584,22.147,
13.668,24.103,19.934,1.099,15.228,14.907,0.253,18.838,17.215,14.971,
12.760,16.979,7.846,12.761,16.747,11.544,22.833,22.147,13.951,22.833,
17.044,11.162,0.810,19.350,10.709,21.563,20.364,2.167,0.006,10.038,
14.672,5.995,16.502,21.828,20.293,16.929,17.249,19.841,24.103,18.252,
24.103,21.891,23.847,16.956,21.142,21.828,18.807,5.395,11.886,23.847,
19.520,15.686,21.306,23.417,15.037,16.498,19.520,22.833,19.584,16.241,
22.577,20.558,7.271,0.098,19.522,15.774,18.548,4.071,18.336,21.863,
0.000,0.386,0.033,25.373,0.000,21.111,4.971,20.191,16.498,12.602,
9.580,17.629,14.650,10.380,22.147,15.228,16.594,19.029,21.112,17.250,
23.417,16.273,24.103,14.191,15.945,21.863,7.273,19.237,15.945,15.324,
22.833,12.928,22.147,3.373,9.697,15.402,6.482,19.843,20.556,13.638,
19.322,19.520,8.887,17.280,16.031,16.754,6.549,21.563,12.688,5.455,
13.069,10.839,22.833,17.796,21.563,13.403,18.336,15.796,12.366,15.027,
25.373,9.578,18.550,16.928,8.272,20.302,0.939,16.725,6.432,18.316,
2.658,13.762,17.009,11.332,20.556,17.300,14.676,10.325,6.782,20.877,
0.000,23.417,9.321,6.345,20.855,19.235,10.455,17.534,15.945,15.190,
15.803,16.075,11.722,9.774,10.332,16.460,12.921,15.512,13.673,15.658,
21.563,17.016,16.339,24.103,10.390,18.664,17.303,14.762,17.539,25.373,
19.235,24.103,5.901,16.959,19.235,15.782,18.016,9.023,21.113,21.563,
13.907,24.103,21.570,25.373,17.310,13.907,5.682,15.117,14.192,20.877,
21.541,22.147,14.223,13.637,19.584,14.909,19.586,14.257,19.522,19.263,
14.906,21.111,18.548,7.732,14.191,18.807,0.033,20.855,24.103,14.906,
