15.723,8.154,5.395,7.215,5.716,9.161,8.341,4.067,12.431,12.557,
8.549,11.634,12.862,11.461,7.022,4.543,7.278,12.889,14.689,8.613,
14.066,18.252,17.403,10.360,10.649,9.692,6.244,11.663,8.991,14.007,
8.315,10.256,8.436,6.974,11.955,8.795,15.402,13.416,4.247,7.343,
5.716,20.191,15.805,10.548,4.728,4.603,3.281,8.147,10.223,6.879,
9.584,11.526,8.312,11.114,10.428,15.519,11.177,11.162,14.452,7.563,
9.439,7.537,10.491,7.344,3.344,4.096,8.214,8.547,7.927,8.613,
9.891,8.189,13.908,14.269,10.263,15.475,8.233,2.553,11.716,11.349,
9.351,6.308,10.423,7.833,6.499,7.896,10.172,9.937,9.934,9.605,
15.323,7.428,14.803,0.540,14.710,7.494,13.540,17.279,4.284,13.189,
11.001,6.563,2.623,9.059,18.315,14.278,14.341,5.462,0.104,10.970,
7.653,15.979,17.213,11.490,1.822,17.239,9.636,12.638,8.621,13.703,
6.293,11.843,12.313,7.336,7.176,0.446,4.599,10.941,6.307,5.117,
14.219,7.884,4.829,4.606,11.460,9.251,18.336,10.157,6.643,10.907,
20.556,14.621,22.577,4.669,11.233,18.519,12.497,15.467,14.052,13.876,
14.341,17.739,5.621,3.406,12.316,14.803,13.636,12.411,5.674,0.909,
5.674,6.499,13.738,7.310,11.697,7.629,5.324,8.805,7.949,4.287,
11.138,12.301,15.817,8.919,6.488,22.577,1.923,9.090,23.847,7.651,
11.235,5.588,5.462,13.674,13.675,15.979,8.235,9.415,5.942,5.037,
21.541,25.373,13.539,4.296,14.621,21.177,11.920,13.190,8.337,12.999,
10.898,14.942,9.379,8.439,10.265,10.555,18.744,4.720,11.335,13.248,
6.680,14.000,15.528,9.692,18.151,4.577,19.001,15.658,4.410,8.109,
6.481,8.786,10.010,9.223,9.679,4.315,7.738,7.278,8.600,12.760,
10.477,4.903,4.781,11.132,2.427,20.948,5.164,16.496,17.708,14.504,
7.704,5.877,11.767,14.943,6.501,7.264,5.779,5.229,18.252,6.263,
4.031,7.715,11.667,9.841,7.433,6.913,8.921,2.617,3.344,8.401,
11.973,10.472,9.205,11.788,5.574,1.069,11.132,9.266,8.563,9.862,
19.523,13.972,10.812,14.622,18.316,23.847,6.981,25.373,5.623,8.964,
8.315,7.135,11.635,5.323,8.548,9.518,7.408,8.628,7.600,3.441,
10.949,7.915,8.315,4.352,13.352,13.906,9.935,9.156,8.899,7.629,
